id;descricao;quem_id;talentoclasse_id;regiao_id;experiencia
316;Consultoria em práticas pessoais para vida saudável: alimentação, limpeza, organização;190;28;34;6 anos como inspetora sanitária, 20 anos de aprimoramento pessoal nas áreas descritas
317;Trabalho com designer gráfico, posso auxiliar na produção de materiais gráficos como folders, cartões de visita, apresentações corporativas, pdf interativo, etc.;1412;38;34;Trabalho como designer gráfico desde 2008, focada principalmente na criação e produção de apresentações corporativas.
318;"Trabalho com: brincos em mdf com aplicação em tecido; colares em corda com aplicação em tecido e acessórios para o cabelo como laços, faixas e turbantes.";3796;21;11;Em relação a costura, sei o básico, como as faixas e turbantes. Faço tamanhos infantis e conjuntos tal mãe tal filha.
319;Hatha yoga e em formação em Iyengar!;1541;28;28;6 anos
320;Atendimento florais de Bach, aromaterapia e ThetaHealing;3549;28;6;Naturóloga (Unisul) e formação em ThetaHealing avançado.
321;Coach;1899;40;42;"Formado em educação física, instrutor de pilates, especialista em prescrição de atividade física e Master Coach. Ministra cursos, palestras e Workshops sobre movimento, qualidade de vida, desenvolvimento humano e inteligência emocional. É Bailarino, artista e pesquisador de danças urbanas e dança contemporânea, com estudos e prática em diferentes áreas do movimento, como a escalada, treinamento funcional, yoga, ballet e circo.
Busca através da troca interdisciplinar entre áreas de desenvolvimento humano, práticas motoras, arte e performance, desenvolver diferentes aspectos da saúde, habilidade, expressão, criatividade e qualidade de vida."
322;Massagem relaxante, massagem terapêutica e yoga massagem ayurvédica;1973;28;34;Formação profissional em massoterapia pelo Instituto Fisiomar e em Yoga Massagem Ayurvédica pelo Instituto Yoga Massagem Ayurvédica Floripa, com a Mariana Meera. Também sou Nutricionista e Professor de Yoga
323;Cozinha - bolos, brownies, cookies e leites vegetais.;3373;2;42;"Fiz durante um tempo para venda em eventos e faculdade. Atualmente faço para consumo próprio ou trocas ;)"
324;"Sou fotografo de Florianópolis especializado em fotografar pessoas.
Amo realizar ensaios femininos, infantil e pet com seus donos.
Ministro curso de edição de fotografia por meio dos software's: Lightroom e Photoshop
Realizo também Trilhas Fotográficas na ilha aonde passo aos participantes toda a metodologia que uso para realização de minhas fotos.
Meu estúdio é a natureza e trabalho somente com luz natural.
Possuo um site para acompanhamento de meu trabalho: www.zanettafotografia.com.br
e instagram: @ricardozanetta";1709;17;55;Até o momento toda experiência com o BTF foi 100% positiva.
325;"Massagem de relaxamento por meio do método ESALEN
Ministro aulas práticas em grupos.";1709;40;55;Toda experiencia ate o momento foram 100% positiva
326;Design de sobrancelhas e depilação egipcia facial.;1554;25;34;15 anos atuo na area da beleza.
327;Fazer mandalas, terrários etc...;1554;22;34;Faço artesanato desde muito nova , como boa gêminiana aprendo facil e sou muito criativa , amo arte sempre em busca de novos conhecimento e aprendizados.
328;Amo cozinhar , sopas , capuccinos, hamburger vegetariano, dentre outras coisas que faço , porém é um talento aleatório disponibilizo quando faço em quantidade.;1554;4;34;Cozinho desde de os meus 13 anos, amadoramente nunca fiz curso de culinária.Porém quando se deposita amor ao cozinhar não existe tempeiro melhor😍
329;"Nutricionista - Área do talento - Alimentos e bebidas / Medicina e Saúde
- Curso de Boas Práticas de Manipulação de Alimentos - Curso para grupos - 4h
- Rótulos de produtos alimentícios - 2h rótulo
- Consultoria em qualidade sanitária para comerciantes de alimentos - 1h
- Nutricionista Materno Infantil/ Alimentação Escolar / Nutricionista Comportamental - 1h

Terapia corporal e energética - Área do talento - Medicina e Saúde
- Barras de Access Consciousness®- Atendimento individual de 1h ou em grupo para roda de conversa sobre a terapia e atendimento de 3h.
- Yoga Massagem Ayurvédica - Atendimento individual de 1h30min";370;30;34;"Atua há 8 anos como nutricionista em escola de educação infantil, ensino fundamental e médio.  Minhas principais atividades são em elaborar cardápio escolar de acordo com a faixa etária e demanda da Unidade Escolar, gerenciar e capacitar manipuladores de alimentos e educadores e realizar atividades de Educação Alimentar e Nutricional para escolares e educadores. Atualmente realizo também consultoria para estabelecimentos comerciais de alimentos para adequá-los às normas da vigilância sanitária.

Moro há 2 anos em Florianópolis, e desde então, me interessei em aprender sobre terapias corporais energéticas, por isso fiz os cursos de Yoga Massagem Ayurvédica e Barras de Access. Atualmente ofereço este atendimento no Yogamar, onde são realizadas aulas de yoga e pilates pela fisioterapeuta Fernanda Gomes de Araújo."
330;Sou advogada. Ofereço consulta jurídica.;3494;40;31;Advogada com atuação desde 2015 e especialização em direito do trabalho e previdenciário.
331;Artesanato em tecido: Artigos de decoração e utilitários, bonecos, sapatinhos, babadores, outros.;1339;22;1;Além de produzir os produtos acima, também ofereço cursos de costura com ênfase em artesanato e bonecos, priorizando a reutilização de resíduos têxteis.
332;Aplico alguns métodos de jardinagem agroecológica para produzir hortas, controle de pragas, adubação do solo. Também corto grama e faço poda de árvores e plantas no geral.;2581;7;34;Participei de projetos de extensão e eventos na área de reciclagem orgânica. Também me envolvi como voluntário em projetos de hortas escolares. Fiz alguns cursos para identificação de plantas alimentícias não convencionais e também sobre o cultivo de plantas medicinais. Recentemente morei 6 meses no sítio Çarakura trabalhando com educação ambiental, bioconstrução e agroecologia.
333;Artigos personalizados para aniversário;2969;20;22;Trabalho a mais de 2 anos com mimos de encantar, com muito amor e dedicação.
334;Aspiração automotiva;2969;6;22;Ofereço este serviço com muito carinho aos associados, pois notei que muitos precisam deste tipo de serviço pelo banco! 🙏
335;Crochê, filtro dos sonhos e origami.;3499;22;28;Adoro o btf todas minhas trocas foram satisfatoria.
336;Conhecimento avançado em LaTeX;4053;9;34;Elaboração de TCC, dissertações, artigos científicos e apresentações em LaTeX
337;Formatação, recuperação de dados;4053;34;34;Graduação e mestrado em ciência da computação
338;Sou Cervejeiro e tenho uma horta orgânica em casa, então ofereço frutas, legumes e verduras da época, e cerveja.;719;1;40;Faço cervejas de variados estilos e cultivo algumas plantas.
339;Sou confeitaria em formação, ofereço bolos de aniversário e docinhos;2465;4;55;Já devo ter feito umas 20 trocas pelo banco.
340;"- Aula para: Windows / Google / Office / Edição de imagens (Adobe e CorelDraw )
- Manutenção e formatação de computador 
- Instalação de aplicativos/softwares";3527;34;55;Mais de 20 anos atuando na área, formatando máquinas e instalando softwares de vários tipos. Domínio em softwares de designer e nas soluções desenvolvidas pela Microsoft  (Windows e pacote office).
341;"Designer Gráfico e Digital
 - Identidade visual (logotipo) 
- Desenvolvimento de peças gráficas e digitais (banners, folhetos, flyers, folders) 
- Diagramação";3527;38;55;Atuei em agência de publicidade como arte finalista e freelancer no desenvolvimento de flyers, folders, logos e demais matérias visuais.
342;"Fotografo há 7 anos, e disponibilizo meu talento para:
• Ensaios Femininos;
• Aula de tratamento de imagem (Lightroom e Photoshop);
 • Aula de direção de modelo para fotógrafxs.";186;17;28;Sou fotógrafa e videomaker, sócia da Chronos Imagens, e trabalho com eventos e ensaios desde 2011. Sou formada em Gestão de Recursos Humanos (UCSal) e também cursei Produção Audiovisual (Unijorge), em Salvador - BA. Além disso, estudei Edição na Academia Internacional de Cinema e sou Técnica em Operação de Câmera de Estúdio e UPE pela Radioficina, em São Paulo. Tenho experiência com fotografia e filmagem de casamentos, aniversários, shows, corporativo, ensaios femininos, casal, família, etc. Trabalhei em um dos maiores estúdios fotográficos do país com a renomada fotógrafa Lidi Lopez, também em São Paulo.
343;"Fotografo junto com a Lis Farias (Chronos Imagens) há 7 anos, e disponibilizo meu talento para:
• Ensaios Femininos.
Para acompanhar o trabalho nas redes sociais: @lis_farias | @chronosimagens | @chronosnightportrait | 
Site: www.chronosimagens.com
Ensaios são ao ar livre (natureza ou urbano) e a luz natural. 
Foco principal é em mulheres e no público LGBT+. Precisando de fototerapia? Fala comigo!";242;17;28;Sou fotógrafa e videomaker, sócia da Chronos Imagens, e trabalho com eventos e ensaios desde 2011. Sou formada em Direito (Unifacs), em Salvador-BA. Além disso, estudei fotografia na Casa da Photographia, famosa escola também em Salvador-BA. Fiz diversos cursos na área de fotografia e filmagem pela plataforma da Eduk e da Creative Live, com renomados fotógrafos do Brasil e Internacionais (Sue Bryce, Lara Jade, Simone Silvério, Marco Costa, Lidi Lopez Frank Costa, etc). Tenho experiência com fotografia e filmagem de casamentos, aniversários, shows, corporativo, ensaios femininos, casal, família, etc.
344;Barras de Access, Thetahealing, yoga;832;28;1;1 ano
345;Petsister;2516;33;33;Cuido de animais (gatos e cachorros ) quando os donos viajam. Também passeio com os animais das pessoas que não tem tempo devido ao trabalho , estudos...
348;"Faço consertos de elétrica e reparos gerais (pintura, alvenaria, marcenaria) no seu lar ou na sua loja.

Desejo acrescentar que também dou serviço fora de Canasvieiras";2304;40;9;10 anos de experiência
349;Faço consertos de elétrica e reparos gerais (pintura, alvenaria, marcenaria) no seu lar ou na sua loja.;2304;40;55;10 anos
350;Brigadeiros ❤️;1358;3;28;Em casa, amigos, conhecidos.
352;Atuo como psicopedagoga com intervenção em estímulo do cérebro.;1092;29;48;"Leciona na Universidade Uniasselvi
Clínico em domicílio 
Projeto de intervenção através do estímulo do cérebro, onde potencializa habilidades humanas."
353;"Uma apaixonada pela profissão 
O ateliê produz:
Costuras e reformas em geral
Cursos de modelagem e costura
 Produções especiais para aniversariantes
Possuo um atelier especializado em fantasias e figurinos para cinema teatro circo dança fotografos e outras artes.
Atendemos no Rio Tavares com horário marcado.
Na ilha realizei trabalhos na área artística para: Arrasta Ilha Maracatu, Cores de Aide,  Cia de Ballet Franciele Reis, O Circo de Outro Mundo, Chronos Imagens, Zanetta Fotografia, entre outros trabalhos independentes
Faço também o atendimento básico de costura como bainhas pences zíper cerzidos troca de golas de camisetas e outros socorros em geral.
Nossa página no face 
Noseaflor Figurinos
Instagram @noseaflor";3578;21;34;"Costureira há 30 anos
Figurinista há 10 anos
Na ilha realizei trabalhos na área artística para: Arrasta Ilha Maracatu, Cores de Aide,  Cia de Ballet Franciele Reis, O Circo de Outro Mundo entre outros trabalhos independentes
Faço também o atendimento básico de costura como bainhas pences zíper cerzidos troca de golas de camisetas e outros socorros em geral.
Nossa página no face 
Noseaflor Figurinos
Instagram @noseaflor"
354;"Yogaterapia
Yoga Massagem ayurvédica";987;28;47;"Sou Terapeuta Corporal. Utilizo diferentes mapeamentos de diversas escolas de autoconhecimento que descrevem a constituição integral do ser humano, visando com isso fundamentar ou servir de roteiro para as práticas de Transformação. 
Utilizo métodos que transitam entre as bases exatas da ciência, da sabedoria e da espiritualidade ancestral. Possuo formação técnica em Massoterapia, especialização em Yoga Massagem Ayurvédica, formação em Yogaterapia pelo Nanak Gobing Asharam, praticante da Arte (ocultismo – conhecimento que está nas raízes das culturas), e atuante como mulher medicina no xamanismo. 
Como terapeuta conheço esse repertório e sei quando e como aplica-los, com sensibilidade e conhecimento, farei o diagnóstico preciso das suas necessidades. :)"
